"Season","Daynum","Wteam","Wscore","Wloc","Numot","Wfgm","Wfga","Wfgm3","Wfga3","Wftm","Wfta","Wor","Wdr","Wast","Wto","Wstl","Wblk","Wpf","win"
2012,152,1246,69,"N",0,28,49,2,7,11,20,6,27,9,14,7,7,14,1
2012,154,1246,67,"N",0,23,56,6,14,15,21,12,31,12,11,4,11,15,1
2013,134,1299,73,"N",0,27,52,8,18,11,19,6,27,10,8,6,4,19,1
2013,134,1388,67,"N",0,21,46,8,14,17,25,8,25,9,7,3,0,15,1
2013,135,1241,68,"N",0,26,56,8,23,8,12,14,25,17,11,3,10,16,1
2013,135,1247,80,"N",0,31,49,11,21,7,12,3,19,16,10,4,1,16,1
2013,136,1112,81,"N",0,29,51,9,17,14,20,12,32,13,16,2,5,21,1
2013,136,1139,68,"N",0,20,55,3,17,25,28,10,31,8,5,6,3,12,1
2013,136,1143,64,"N",0,26,59,5,11,7,16,8,33,18,11,7,5,19,1
2013,136,1161,84,"N",0,25,51,7,14,27,33,12,30,10,14,1,3,17,1
2013,136,1211,64,"N",0,23,55,8,20,10,15,11,29,14,10,6,0,16,1
2013,136,1217,68,"N",0,22,42,8,18,16,20,3,23,11,13,3,3,20,1
2013,136,1257,79,"N",0,31,54,4,16,13,22,12,19,14,16,20,2,13,1
2013,136,1266,59,"N",0,20,58,4,15,15,19,17,24,5,9,5,4,20,1
2013,136,1272,54,"N",0,20,49,5,15,9,18,10,25,12,15,9,12,18,1
2013,136,1276,71,"N",0,28,55,9,20,6,9,8,21,12,9,6,3,8,1
2013,136,1277,65,"N",0,26,58,6,15,7,11,20,29,16,17,6,3,16,1
2013,136,1332,68,"N",0,23,59,8,22,14,21,14,30,12,18,8,3,19,1
2013,136,1387,64,"N",0,25,54,4,11,10,14,10,23,17,10,10,3,15,1
2013,136,1393,81,"N",0,27,52,5,11,22,31,8,32,21,8,12,5,8,1
2013,136,1433,88,"N",0,35,65,8,16,10,14,13,23,15,7,11,0,17,1
2013,136,1455,73,"N",0,19,49,2,20,33,41,11,26,11,11,10,1,20,1
2013,137,1166,67,"N",0,19,42,7,15,22,25,7,25,16,16,2,2,11,1
2013,137,1181,73,"N",0,27,46,4,11,15,21,5,23,17,11,9,3,18,1
2013,137,1195,78,"N",0,21,49,6,15,30,44,7,32,15,13,5,3,18,1
2013,137,1196,79,"N",0,29,61,7,21,14,23,16,27,13,8,10,2,12,1
2013,137,1228,57,"N",0,16,52,8,31,17,24,11,26,10,12,8,4,12,1
2013,137,1231,83,"N",0,29,55,9,23,16,21,12,26,17,9,3,3,8,1
2013,137,1235,76,"N",0,29,59,9,21,9,12,5,22,19,6,4,1,13,1
2013,137,1242,64,"N",0,20,42,0,6,24,30,4,31,11,17,4,9,15,1
2013,137,1247,63,"N",0,21,49,7,18,14,16,8,22,12,8,4,5,13,1
2013,137,1274,78,"N",0,24,52,12,22,18,21,10,31,12,11,7,4,14,1
2013,137,1278,83,"N",0,31,61,9,16,12,19,11,25,19,11,7,3,19,1
2013,137,1279,57,"N",0,22,57,3,15,10,16,12,31,8,10,6,6,12,1
2013,137,1314,78,"N",0,24,49,11,21,19,27,6,22,18,17,10,2,14,1
2013,137,1326,95,"N",0,34,71,7,15,20,25,13,31,25,10,8,7,17,1
2013,137,1361,70,"N",0,24,56,6,15,16,17,11,29,15,11,5,3,11,1
2013,137,1396,76,"N",0,24,50,7,18,21,33,4,20,13,5,5,4,15,1
2013,138,1112,74,"N",0,27,49,9,15,11,16,3,36,13,12,4,2,20,1
2013,138,1257,82,"N",0,31,55,5,9,15,18,10,19,14,9,11,2,24,1
2013,138,1266,74,"N",0,23,54,5,12,23,27,14,21,9,15,9,4,17,1
2013,138,1276,78,"N",0,31,60,6,20,10,11,12,29,17,12,7,0,7,1
2013,138,1277,70,"N",0,26,52,4,16,14,22,14,35,14,18,10,7,14,1
2013,138,1332,74,"N",0,28,53,8,11,10,16,9,29,18,18,10,4,19,1
2013,138,1393,66,"N",0,18,46,4,10,26,41,14,23,7,15,10,3,16,1
2013,138,1455,76,"N",0,25,50,14,28,12,18,10,20,16,15,8,6,22,1
2013,139,1181,66,"N",0,19,49,7,20,21,28,7,31,9,9,7,4,20,1
2013,139,1195,81,"N",0,33,59,7,18,8,12,9,22,21,13,13,5,13,1
2013,139,1196,78,"N",0,21,37,10,20,26,36,6,20,13,14,7,3,18,1
2013,139,1231,58,"N",0,19,45,4,13,16,20,4,28,9,12,0,2,8,1
2013,139,1242,70,"N",0,24,55,5,14,17,21,15,35,11,22,7,5,11,1
2013,139,1247,76,"N",0,27,55,9,23,13,18,9,21,14,12,8,4,19,1
2013,139,1274,63,"N",0,22,55,9,25,10,15,13,22,12,6,4,2,10,1
2013,139,1326,78,"N",0,25,49,9,18,19,26,3,19,12,9,7,2,20,1
2013,143,1266,71,"N",0,27,50,3,6,14,19,10,26,14,11,3,3,11,1
2013,143,1326,73,"N",0,22,52,7,13,22,26,11,21,9,8,4,3,18,1
2013,143,1393,61,"N",0,21,48,4,10,15,20,7,25,4,14,11,11,17,1
2013,143,1455,72,"N",0,30,67,5,12,7,9,17,30,12,8,4,8,13,1
2013,144,1181,71,"N",0,20,49,7,18,24,26,5,24,8,8,3,5,17,1
2013,144,1196,62,"N",0,22,57,4,15,14,23,15,20,12,10,11,3,11,1
2013,144,1257,77,"N",0,28,52,4,13,17,26,9,25,10,13,7,5,19,1
2013,144,1276,87,"N",1,35,71,8,23,9,17,14,24,18,10,7,1,12,1
2013,145,1393,55,"N",0,19,50,5,17,12,19,11,26,8,6,9,8,11,1
2013,145,1455,70,"N",0,22,59,8,20,18,23,13,27,9,12,8,9,23,1
2013,146,1257,85,"N",0,29,55,2,13,25,36,11,26,8,8,10,9,23,1
2013,146,1276,79,"N",0,30,65,10,19,9,13,9,26,18,11,13,5,13,1
2013,152,1257,72,"N",0,22,49,9,25,19,29,11,22,10,9,8,3,23,1
2013,152,1276,61,"N",0,21,53,8,24,11,20,13,24,17,10,5,3,11,1
2013,154,1257,82,"N",0,28,61,8,16,18,23,15,17,18,9,9,3,22,1
2014,134,1107,71,"N",0,27,47,2,9,15,19,6,36,12,14,3,1,13,1
2014,134,1301,74,"N",0,29,53,4,14,12,16,6,23,16,9,4,9,14,1
2014,135,1142,81,"N",0,29,51,6,15,17,22,10,18,15,10,4,4,20,1
2014,135,1397,78,"N",1,24,54,5,21,25,30,10,27,13,8,2,1,14,1
2014,136,1163,89,"N",1,30,66,11,24,18,20,12,22,13,9,6,2,21,1
2014,136,1173,60,"N",0,22,49,3,13,13,17,4,24,12,13,10,0,14,1
2014,136,1196,67,"N",0,25,49,3,12,14,18,5,25,11,10,7,5,14,1
2014,136,1217,61,"N",0,19,44,6,17,17,28,9,24,9,12,4,3,15,1
2014,136,1257,71,"N",0,20,55,4,13,27,35,16,26,10,12,11,8,18,1
2014,136,1276,57,"N",0,22,46,7,17,6,9,6,25,15,11,8,1,8,1
2014,136,1277,93,"N",0,30,56,10,19,23,25,10,32,16,14,4,2,27,1
2014,136,1295,80,"N",1,27,51,6,14,20,22,6,32,12,15,5,6,20,1
2014,136,1332,87,"N",0,27,54,2,13,31,38,8,29,21,8,4,4,22,1
2014,136,1338,77,"N",0,31,61,4,14,11,12,9,24,18,3,12,3,13,1
2014,136,1361,73,"N",1,23,59,6,17,21,27,10,30,9,11,8,9,18,1
2014,136,1387,83,"N",1,31,64,9,18,12,26,9,32,16,9,7,4,26,1
2014,136,1393,77,"N",0,28,57,7,17,14,17,13,28,16,12,8,6,21,1
2014,136,1400,87,"N",0,31,58,5,12,20,27,10,20,17,9,6,5,24,1
2014,136,1437,73,"N",0,28,62,4,23,13,16,12,34,13,11,8,10,17,1
2014,136,1458,75,"N",0,26,52,10,23,13,14,6,25,13,7,9,1,15,1
2014,137,1112,68,"N",0,26,47,7,14,9,16,7,24,15,12,4,12,20,1
2014,137,1124,74,"N",0,17,42,2,13,38,48,9,28,9,12,7,2,16,1
2014,137,1166,76,"N",0,28,54,9,23,11,21,6,30,18,6,0,3,17,1
2014,137,1211,85,"N",0,25,50,9,18,26,41,7,30,13,15,5,1,28,1
2014,137,1235,93,"N",0,35,55,9,17,14,16,10,24,21,9,5,5,14,1
2014,137,1242,80,"N",0,32,53,0,7,16,24,14,29,17,14,2,7,14,1
2014,137,1246,56,"N",0,19,50,4,15,14,21,13,27,8,15,4,7,11,1
2014,137,1272,71,"N",0,27,55,6,22,11,16,15,21,19,12,8,4,20,1
2014,137,1273,78,"N",0,25,45,5,13,23,28,3,24,16,8,3,0,15,1
2014,137,1314,79,"N",0,33,71,4,15,9,13,21,19,15,9,7,4,19,1
2014,137,1372,77,"N",1,27,51,6,16,17,23,10,25,16,17,6,2,16,1
2014,137,1390,58,"N",0,19,49,8,15,12,17,5,30,10,10,6,5,20,1
2014,137,1397,86,"N",0,30,56,2,14,24,31,10,27,16,12,8,3,13,1
2014,137,1417,76,"N",0,29,63,5,16,13,15,13,23,17,10,11,5,13,1
2014,137,1438,70,"N",0,21,40,8,17,20,25,0,28,16,7,4,5,16,1
2014,137,1455,64,"N",0,23,50,6,19,12,21,11,35,17,12,4,6,17,1
2014,138,1163,77,"N",0,23,52,9,20,22,28,7,29,10,11,11,2,17,1
2014,138,1173,55,"N",0,19,46,7,16,10,18,11,24,12,14,7,4,16,1
2014,138,1196,61,"N",0,25,58,5,20,6,9,14,24,9,6,10,5,7,1
2014,138,1257,66,"N",0,22,49,6,17,16,24,10,27,14,19,9,5,18,1
2014,138,1276,79,"N",0,24,54,14,28,17,21,11,19,16,4,5,2,12,1
2014,138,1277,80,"N",0,28,57,7,21,17,22,10,24,17,11,9,1,20,1
2014,138,1361,63,"N",0,19,44,7,16,18,24,8,30,8,6,4,2,16,1
2014,138,1458,85,"N",0,29,60,11,28,16,25,14,22,15,8,1,1,17,1
2014,139,1112,84,"N",0,32,65,7,18,13,18,7,21,24,6,15,8,18,1
2014,139,1124,85,"N",0,30,47,11,18,14,21,5,27,19,8,2,3,11,1
2014,139,1235,85,"N",0,29,66,12,26,15,21,11,26,16,14,6,1,17,1
2014,139,1246,78,"N",0,27,50,8,18,16,22,10,22,11,11,6,3,15,1
2014,139,1390,60,"N",0,21,47,0,9,18,26,8,29,6,16,10,4,15,1
2014,139,1397,83,"N",0,27,55,6,22,23,26,18,23,15,7,2,0,14,1
2014,139,1417,77,"N",0,29,53,4,14,15,23,4,26,22,3,3,3,17,1
2014,139,1438,78,"N",0,30,54,5,11,13,16,6,34,13,10,3,6,16,1
2014,143,1112,70,"N",0,23,48,5,12,19,25,10,19,14,7,2,4,16,1
2014,143,1173,82,"N",0,28,58,8,23,18,26,10,25,19,10,8,1,25,1
2014,143,1196,79,"N",0,29,58,8,21,13,18,10,30,22,12,4,5,15,1
2014,143,1458,69,"N",0,26,51,6,16,11,20,8,31,18,10,1,6,16,1
2014,144,1163,81,"N",0,26,50,9,19,20,22,5,26,9,9,5,4,15,1
2014,144,1246,74,"N",0,24,55,4,14,22,27,15,22,8,12,5,2,19,1
2014,144,1276,73,"N",0,27,49,11,20,8,10,6,20,14,13,5,1,13,1
2014,144,1277,61,"N",0,21,47,5,14,14,18,7,25,13,10,5,4,16,1
2014,145,1196,62,"N",0,18,48,5,15,21,28,12,25,10,7,5,5,10,1
2014,145,1458,64,"N",1,24,61,6,17,10,12,13,25,11,8,3,0,15,1
2014,146,1163,60,"N",0,17,49,5,22,21,22,7,23,8,8,7,3,12,1
2014,146,1246,75,"N",0,31,58,7,11,6,11,17,18,8,11,2,6,14,1
2014,152,1163,63,"N",0,24,43,5,12,10,13,5,23,12,13,6,4,16,1
2014,152,1246,74,"N",0,29,58,2,5,14,21,11,21,9,4,4,1,17,1
2014,154,1163,60,"N",0,22,53,6,19,10,10,8,26,8,10,9,4,17,1
2015,134,1214,74,"N",0,26,53,3,7,19,34,6,31,20,14,6,3,19,1
2015,134,1279,94,"N",0,36,80,7,23,15,23,16,27,24,7,7,6,21,1
2015,135,1173,56,"N",0,20,42,7,21,9,14,3,22,13,11,4,1,14,1
2015,135,1352,81,"N",0,28,62,4,16,21,33,11,20,11,5,12,2,21,1
2015,136,1112,93,"N",0,32,53,5,11,24,27,12,23,13,12,8,3,23,1
2015,136,1116,56,"N",0,22,48,3,8,9,16,8,27,13,10,4,3,16,1
2015,136,1139,56,"N",0,16,48,4,13,20,28,5,23,11,5,5,4,13,1
2015,136,1153,66,"N",1,25,61,4,10,12,21,11,27,9,9,8,5,16,1
2015,136,1207,84,"N",0,25,48,11,23,23,32,10,26,10,14,5,3,18,1
2015,136,1209,57,"N",0,22,54,5,16,8,13,9,13,12,6,13,2,13,1
2015,136,1246,79,"N",0,28,61,3,10,20,28,13,38,15,13,7,5,18,1
2015,136,1301,66,"N",0,28,66,5,24,5,7,11,28,11,11,2,2,15,1
2015,136,1314,67,"N",0,27,49,5,7,8,13,12,23,14,17,2,2,18,1
2015,136,1323,69,"N",0,27,47,2,6,13,18,2,15,19,7,9,4,13,1
2015,136,1326,75,"N",1,28,57,6,15,13,22,8,24,16,11,5,7,17,1
2015,136,1412,60,"N",0,24,69,3,18,9,11,19,33,9,13,7,5,10,1
2015,136,1417,60,"N",0,20,47,10,20,10,14,7,27,10,18,4,5,17,1
2015,136,1428,57,"N",0,18,38,5,13,16,21,4,22,11,17,7,7,12,1
2015,136,1437,93,"N",0,36,57,11,22,10,15,8,25,22,8,8,6,10,1
2015,136,1462,76,"N",0,26,56,10,23,14,21,8,30,17,10,6,4,14,1
2015,137,1173,66,"N",0,18,42,8,23,22,30,3,29,9,12,8,4,14,1
2015,137,1181,85,"N",0,34,54,10,21,7,14,9,31,28,11,7,3,8,1
2015,137,1211,86,"N",0,30,58,7,22,19,28,11,24,16,9,5,3,13,1
2015,137,1234,83,"N",0,35,69,6,16,7,10,14,32,12,5,3,5,11,1
2015,137,1242,75,"N",0,27,50,9,13,12,15,10,26,16,14,7,3,17,1
2015,137,1257,57,"N",0,23,55,5,15,6,6,9,16,9,9,4,2,11,1
2015,137,1268,65,"N",0,19,40,9,21,18,24,4,30,9,11,5,5,19,1
2015,137,1277,70,"N",0,26,57,7,18,11,19,5,30,18,9,8,3,22,1
2015,137,1320,71,"N",0,23,50,9,18,16,18,8,21,10,7,9,1,14,1
2015,137,1328,69,"N",0,25,57,7,24,12,16,14,26,10,9,5,6,14,1
2015,137,1332,79,"N",0,29,53,7,19,14,18,3,25,11,12,9,6,12,1
2015,137,1361,76,"N",0,25,53,9,22,17,30,13,27,12,13,5,3,12,1
2015,137,1438,79,"N",0,26,57,6,17,21,25,11,24,11,7,5,3,10,1
2015,137,1452,68,"N",0,22,49,5,16,19,27,9,22,11,12,7,1,25,1
2015,137,1455,81,"N",0,25,61,2,13,29,34,15,24,9,7,9,6,17,1
2015,137,1458,86,"N",0,33,61,11,27,9,12,12,24,14,9,5,1,11,1
2015,138,1112,73,"N",0,23,63,7,19,20,24,18,25,14,8,9,4,13,1
2015,138,1246,64,"N",0,20,54,4,15,20,28,12,26,10,7,7,9,15,1
2015,138,1301,71,"N",0,24,53,3,11,20,27,13,32,11,10,2,4,21,1
2015,138,1314,87,"N",0,27,60,4,10,29,37,17,25,14,16,13,3,25,1
2015,138,1323,67,"N",1,22,51,6,20,17,22,9,31,9,13,4,8,16,1
2015,138,1417,92,"N",0,35,58,5,9,17,25,15,26,17,13,4,4,16,1
2015,138,1428,75,"N",0,22,38,8,14,23,32,4,21,12,9,3,3,14,1
2015,138,1462,75,"N",0,23,34,7,13,22,25,5,18,13,14,3,2,17,1
2015,139,1181,68,"N",0,30,55,6,14,2,2,5,28,16,9,7,6,12,1
2015,139,1211,87,"N",0,32,52,10,16,13,21,7,27,20,11,4,2,11,1
2015,139,1257,66,"N",0,22,48,5,11,17,21,10,20,11,7,2,5,16,1
2015,139,1277,60,"N",0,17,40,6,12,20,33,7,25,7,6,4,7,19,1
2015,139,1328,72,"N",0,22,49,9,18,19,24,10,25,13,15,9,3,15,1
2015,139,1452,69,"N",0,24,60,7,19,14,19,14,18,11,10,15,1,20,1
2015,139,1455,78,"N",0,25,51,10,20,18,24,5,27,13,12,10,3,20,1
2015,139,1458,72,"N",0,22,51,7,23,21,29,10,22,11,6,3,3,13,1
2015,143,1112,68,"N",0,22,54,7,22,17,19,10,23,10,8,9,1,14,1
2015,143,1246,78,"N",0,24,50,4,15,26,32,11,33,13,10,7,7,21,1
2015,143,1323,81,"N",0,30,54,9,19,12,15,6,26,18,11,4,4,14,1
2015,143,1458,79,"N",0,26,56,7,21,20,23,12,23,13,5,3,0,18,1
2015,144,1181,63,"N",0,20,45,3,9,20,26,8,23,5,14,6,4,16,1
2015,144,1211,74,"N",0,27,67,3,19,17,23,18,32,15,5,5,4,18,1
2015,144,1257,75,"N",0,27,54,3,12,18,27,7,27,15,5,5,4,13,1
2015,144,1277,62,"N",0,22,57,9,27,9,16,15,21,9,5,1,1,16,1
2015,145,1246,68,"N",0,25,47,4,8,14,20,10,19,8,11,4,9,12,1
2015,145,1458,85,"N",0,25,45,12,18,23,31,4,17,11,9,5,1,21,1
2015,146,1181,66,"N",0,21,56,8,19,16,19,9,22,10,3,8,2,12,1
2015,146,1277,76,"N",1,26,60,9,23,15,20,10,31,20,12,5,7,22,1
2015,152,1181,81,"N",0,26,50,2,10,27,37,7,29,10,8,9,4,18,1
2015,152,1458,71,"N",0,23,48,7,17,18,22,12,22,10,10,1,2,14,1
2015,154,1181,68,"N",0,24,51,4,11,16,20,6,27,7,5,4,6,13,1
